datetime,No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,PM2.5_Category,NO2_Cluster
2013-03-31,386.80313014827016,2013.0,3.0,16.602141680395388,11.351729818780889,79.20510708401977,101.18121911037892,32.62362899505766,57.93612240527183,1063.808072487644,51.799257495881385,5.314744645799012,1012.2330313014826,-7.272652388797364,0.03500823723228995,1.7882207578253708,Moderate,Sedang
2013-04-30,1114.9433516915815,2013.0,4.0,15.940204563335955,11.37844217151849,61.33438237608183,97.35719905586153,21.021508733280882,46.617637293469706,816.2305271439811,55.12625538945712,12.178678206136901,1006.6849724626279,-2.536978756884343,0.017230527143981118,1.861290322580645,Moderate,Sedang
2013-05-31,1840.9187969924812,2013.0,5.0,16.188721804511278,11.389473684210527,74.59172932330827,117.92781954887218,26.40899729323308,48.68687060150376,743.1887218045113,79.63332180451128,21.381954887218043,1001.5116541353383,8.254285714285714,0.00736842105263158,1.6700751879699247,Moderate,Sedang
2013-06-30,2560.3125,2013.0,6.0,15.164909638554217,11.354668674698795,80.86521084337349,102.65210843373494,12.816563253012049,50.13208990963855,699.2364457831326,76.29262454819278,23.514909638554215,998.6493222891567,17.01551204819277,0.12191265060240965,1.240737951807229,Moderate,Sedang
2013-07-31,3301.652351738241,2013.0,7.0,16.049079754601227,11.474437627811861,64.68370824812543,74.16359918200409,7.822805180640764,39.6402509202454,741.6448534423995,75.37799304703476,27.071029311520107,994.4452624403544,20.691138377641447,0.25010224948875254,1.279959100204499,Moderate,Sedang
2013-08-31,4043.340163934426,2013.0,8.0,15.952185792349727,11.487704918032787,57.849043715846996,75.07991803278688,6.936105464480874,39.482213524590165,697.1994535519126,79.99787295081967,26.828756830601094,997.7261612021858,19.723702185792348,0.12984972677595627,1.3381830601092894,Moderate,Sedang
2013-09-30,4759.128148148148,2013.0,9.0,14.777037037037037,11.479259259259258,64.96,83.98814814814814,9.744469333333333,50.06309503703704,913.697037037037,45.50955940740741,20.421333333333333,1007.8049629629629,14.240444444444444,0.09822222222222222,1.1448148148148147,Moderate,Sedang
2013-10-31,5513.350570342205,2013.0,10.0,16.206083650190113,11.404562737642586,69.61596958174906,91.21749049429658,15.609055513307984,60.47455475285171,735.6653992395437,24.68910372623574,12.899847908745247,1014.8641825095057,4.475285171102661,0.005095057034220533,1.211939163498099,Moderate,Sedang
2013-11-30,6235.098603839441,2013.0,11.0,15.273123909249565,11.543630017452006,56.05410122164049,79.2303664921466,23.05927958115183,49.30932417102967,1022.7748691099476,21.38381919720768,6.306108202443281,1015.4606457242583,-7.1908376963350795,0.0,1.6283595113438045,Moderate,Sedang
2013-12-31,6965.197599261312,2013.0,12.0,15.683287165281625,11.79870729455217,45.28624192059095,63.657433056325026,32.59072280701755,46.57026371191136,880.6094182825485,21.73131763619575,0.3878116343490305,1018.7073868882734,-14.32225300092336,0.0,1.705909510618652,Low,Sedang
2014-01-31,7731.42009569378,2014.0,1.0,16.598086124401913,12.066028708133972,57.16459330143541,77.63923444976076,43.95119617224881,48.1444976076555,1123.732057416268,24.850717703349282,0.22545454545454544,1019.2912918660286,-14.41578947368421,0.0,1.8104306220095694,Moderate,Sedang
2014-02-28,8379.859234234234,2014.0,2.0,12.63400900900901,11.643018018018019,74.28153153153153,76.63963963963964,38.703828828828826,43.85247747747748,1241.4414414414414,27.561936936936938,-0.7744369369369369,1020.8699324324324,-12.005518018018018,0.008671171171171171,1.7878378378378377,Moderate,Sedang
2014-03-31,9137.915239726028,2014.0,3.0,16.221746575342465,11.593321917808218,66.49143835616438,106.19777397260275,29.060787671232877,54.304794520547944,1048.8013698630136,43.074486301369866,10.019349315068494,1012.5026541095891,-7.497945205479453,0.003595890410958904,1.8386986301369863,Moderate,Sedang
2014-04-30,9876.335913312694,2014.0,4.0,15.99767801857585,11.391640866873065,85.63544891640866,125.70975232198143,15.487616099071207,53.0750773993808,790.9442724458204,59.249226006191954,16.898916408668732,1008.6075851393189,3.273684210526316,0.008978328173374612,1.6270123839009287,Moderate,Sedang
2014-05-31,10596.011655011655,2014.0,5.0,15.98989898989899,11.254079254079254,58.13799533799534,101.96511266511267,13.626651126651126,45.57342657342657,758.0419580419581,86.04397824397824,21.235819735819735,1000.1017871017871,6.831546231546232,0.07630147630147631,1.6928515928515928,Moderate,Sedang
2014-06-30,11329.353684210526,2014.0,6.0,15.535438596491229,11.503157894736843,50.93543859649123,58.67087719298246,5.696140350877193,40.26456140350877,673.6842105263158,96.72631578947369,24.86315789473684,998.5021754385965,16.109964912280702,0.17817543859649124,1.3736842105263158,Moderate,Sedang
2014-07-31,12065.371946964411,2014.0,7.0,16.200976971388695,11.548499651081647,77.60502442428472,90.52686671318911,4.921842288904396,39.65526866713189,795.8827634333566,101.46545708304257,28.108932309839496,996.9009769713888,19.33454291695743,0.07906489881367759,1.5342637822749476,Moderate,Sedang
2014-08-31,12804.153482082489,2014.0,8.0,15.985125084516564,11.510480054090602,62.092832995267074,79.24854631507776,4.361257606490872,45.26091954022988,729.20892494929,95.0736984448952,26.077011494252876,1000.9860040567952,17.703042596348883,0.08485463150777553,1.418052738336714,Moderate,Sedang
2014-09-30,13535.70476858345,2014.0,9.0,15.46774193548387,11.478962131837307,64.59102384291725,89.87152875175316,5.345021037868163,48.67173913043478,885.8345021037868,52.761009817671805,20.77272089761571,1007.0484572230015,13.59726507713885,0.08913043478260871,1.3211781206171107,Moderate,Sedang
2014-10-31,14266.638481449525,2014.0,10.0,15.93183779119931,11.274374460742019,73.51078515962037,99.15358067299395,6.981018119068162,58.389991371872306,917.7739430543572,21.429680759275236,12.992666091458153,1013.8334771354616,4.676962899050906,0.028904227782571183,1.2495254529767041,Moderate,Sedang
2014-11-30,14954.184529356944,2014.0,11.0,13.56663560111836,11.585274930102516,49.30708294501398,76.31668219944082,14.0762348555452,55.17520969245107,1037.744641192917,23.62749301025163,6.8173345759552655,1018.641192917055,-6.2762348555452,0.0,1.470736253494874,Low,Sedang
2014-12-31,15739.233455882353,2014.0,12.0,16.267463235294116,11.814338235294118,22.206801470588236,41.69577205882353,15.25,29.47610294117647,617.2794117647059,19.283088235294116,-0.5467830882352941,1022.9317095588235,-16.32527573529412,0.0,1.9431985294117646,Low,Rendah
2015-01-31,16507.033266129034,2015.0,1.0,17.25907258064516,11.815524193548388,51.85221774193548,67.79677419354839,27.348790322580644,50.76814516129032,1239.3145161290322,26.61008064516129,-0.4368951612903226,1017.5542338709678,-15.801612903225807,0.0005040322580645161,1.734375,Moderate,Sedang
2015-02-28,17188.954,2015.0,2.0,14.671,11.85,60.446,79.375,22.798,42.469,1054.3,45.861,1.4823,990.0322,-13.529,0.011300000000000001,1.7727,Moderate,Sedang
2015-03-31,17881.895379250218,2015.0,3.0,15.562336530078465,11.399302528334786,67.03461203138622,114.73705318221447,19.731560592850915,49.748387096774195,1033.2170880557978,52.416739319965124,8.075798148378793,1014.5809938971229,-12.177855274629469,8.71839581517001e-05,2.0131647776809065,Moderate,Sedang
2015-04-30,18624.95621019108,2015.0,4.0,15.531847133757962,11.191878980891719,63.98925159235669,102.72945859872611,7.256687898089171,45.76178343949045,731.5286624203821,74.24410828025478,15.391401273885348,1008.4912420382166,1.1697452229299363,0.05342356687898089,2.0243630573248406,Moderate,Sedang
2015-05-31,19362.560650887575,2015.0,5.0,16.261834319526628,11.27662721893491,55.71597633136095,94.9319526627219,7.336538461538462,38.92973372781065,715.7544378698225,93.41937869822485,21.19408284023669,1001.0077662721893,6.497633136094674,0.05576923076923077,2.053032544378698,Moderate,Sedang
2015-06-30,20104.385560675884,2015.0,6.0,16.161290322580644,11.514592933947773,57.42626728110599,76.92857142857143,5.589861751152074,34.2073732718894,669.431643625192,93.12135176651306,24.603609831029186,997.9977726574501,14.148463901689707,0.1251152073732719,1.8131336405529952,Moderate,Sedang
2015-07-31,20821.399458361542,2015.0,7.0,16.03791469194313,11.489505754908599,60.77454299255247,74.23899796885578,4.920785375761679,37.41029113067028,718.7542315504401,109.54096140825999,26.31719702098849,998.9887610020311,18.25775220040623,0.2955991875423155,1.595260663507109,Moderate,Sedang
2015-08-31,21565.06798096533,2015.0,8.0,16.025152957171994,11.464309993201903,39.08701563562202,59.9306594153637,3.3412644459551326,32.424881033310676,671.6519374575118,91.31679129843644,26.292318150917744,1001.1318150917742,18.1631543167913,0.10543847722637661,1.534398368456832,Low,Sedang
2015-09-30,22296.603533568905,2015.0,9.0,15.503886925795053,11.510247349823322,45.35689045936396,58.79363957597173,4.804946996466431,47.391519434628975,810.530035335689,60.39293286219081,20.492579505300352,1008.9910247349824,13.542544169611308,0.1698939929328622,1.5010600706713781,Low,Sedang
2015-10-31,23045.597791798107,2015.0,10.0,16.72082018927445,11.298107255520504,39.68059936908517,58.39826498422713,4.761041009463723,53.83832807570978,862.3817034700315,34.73738170347003,13.900552050473188,1013.6952681388013,3.475078864353312,0.019479495268138802,1.6895110410094638,Low,Sedang
2015-11-30,23732.70137524558,2015.0,11.0,14.344793713163066,11.426326129666013,67.84675834970531,74.47642436149313,6.799607072691552,55.90373280943025,1385.9528487229863,16.37819253438114,2.8655206286836936,1021.6898821218075,-1.8527504911591355,0.0881139489194499,1.494204322200393,Moderate,Sedang
2015-12-31,24500.565830721003,2015.0,12.0,16.322884012539184,11.816614420062695,45.739811912225704,52.63636363636363,14.081504702194357,58.36206896551724,1240.909090909091,22.691222570532915,0.45768025078369906,1023.1235109717869,-10.471473354231975,0.0006269592476489029,1.8547021943573667,Low,Sedang
2016-01-31,25249.465465465466,2016.0,1.0,16.53153153153153,11.70870870870871,36.78078078078078,54.84384384384384,15.62062062062062,46.549549549549546,1106.806806806807,33.912912912912915,-4.3358358358358355,1023.9737737737738,-19.47987987987988,0.0004004004004004004,2.1573573573573572,Low,Sedang
2016-02-29,25970.95868544601,2016.0,2.0,15.609389671361502,11.333333333333334,30.992488262910797,46.44037558685446,13.15962441314554,37.309859154929576,830.5164319248827,47.84600938967136,1.104694835680751,1021.0815962441313,-15.279906103286386,0.011267605633802818,2.120845070422535,Low,Sedang
2016-03-31,26712.00911577028,2016.0,3.0,17.482224247948952,11.435733819507748,49.03463992707384,93.00182315405652,12.55697356426618,46.09389243391067,859.1613491340019,48.26982680036463,9.014220601640838,1015.5557885141294,-10.591431175934366,0.0,1.9659070191431176,Low,Sedang
2016-04-30,27419.833727344365,2016.0,4.0,15.984239558707644,11.21197793538219,60.62490149724192,102.52639873916469,9.452324665090623,40.00551615445232,754.4523246650906,66.04097714736012,15.982978723404257,1005.6625689519307,-0.5011820330969267,0.010717100078802206,2.0995271867612293,Moderate,Sedang
2016-05-31,28149.66379310345,2016.0,5.0,16.385057471264368,11.422413793103448,49.327586206896555,72.0014367816092,7.599137931034483,32.55316091954023,604.5977011494252,89.95330459770115,21.235704022988504,1003.351867816092,6.5094109195402305,0.04741379310344827,2.0267959770114943,Low,Sedang
2016-06-30,28872.462350457423,2016.0,6.0,15.501055594651653,11.437016185784659,54.57283603096411,68.3082336382829,4.674876847290641,29.88740323715693,686.2068965517242,105.70372976776918,25.489303307529912,998.4181562280085,14.535819845179452,0.08824771287825475,1.7909922589725544,Moderate,Rendah
2016-07-31,29602.650750341065,2016.0,7.0,15.923601637107776,11.48431105047749,61.04979536152797,70.07844474761255,3.2073669849931785,30.52387448840382,877.3533424283765,96.25443383356071,27.43574351978172,998.325034106412,20.56732605729877,0.2848567530695771,1.645770804911323,Moderate,Sedang
2016-08-31,30347.269100743746,2016.0,8.0,15.949290060851927,11.486139283299527,41.04124408384043,50.50101419878296,2.742393509127789,32.8289384719405,809.8039215686274,83.08045977011494,27.51710615280595,1001.3046653144016,19.140973630831642,0.06396213657876944,1.6075726842461122,Low,Sedang
2016-09-30,31077.720650636493,2016.0,9.0,15.384016973125885,11.504243281471004,49.003536067892504,60.895332390381895,3.0905233380480905,40.56011315417256,715.4879773691655,56.57355021216407,21.60048174715431,996.9260961810467,13.613790664780765,0.11138613861386139,1.4796322489391796,Low,Sedang
2016-10-31,31809.09971098266,2016.0,10.0,15.864161849710984,11.359826589595375,73.28973988439306,89.32153179190752,3.322976878612717,55.786127167630056,1074.2774566473988,23.421242774566473,12.94068951279934,1014.6422748073219,6.895014450867053,0.12232658959537573,1.4579479768786128,Moderate,Sedang
2016-11-30,32529.198347107438,2016.0,11.0,14.861570247933884,11.520661157024794,57.997933884297524,80.2004132231405,8.676652892561984,54.63429752066116,1224.48347107438,17.59607438016529,4.235123966942149,1019.829958677686,-5.904855371900826,0.014979338842975207,1.699896694214876,Moderate,Sedang
2016-12-31,33263.532608695656,2016.0,12.0,15.45048309178744,11.721014492753623,53.19927536231884,66.33212560386474,12.995169082125605,53.971014492753625,1192.270531400966,21.67391304347826,0.46171497584541066,1022.4781400966184,-12.195289855072465,0.0,1.6294685990338165,Moderate,Sedang
2017-01-31,34068.42105263158,2017.0,1.0,17.981424148606813,11.86687306501548,49.10113519091847,59.32404540763674,15.456140350877194,45.909184726522184,917.1310629514963,40.13725490196079,-1.4278169688928204,1009.8519951840385,-15.41578947368421,0.0003095975232198143,1.9286893704850363,Low,Sedang
2017-02-28,34741.157845868154,2017.0,2.0,15.020427112349118,11.667595171773446,44.97585886722377,56.433611884865364,14.605385329619313,45.30454967502321,841.8755803156918,46.94428969359331,2.7610971835345097,1019.9583410708759,-14.163881151346333,0.005663881151346332,1.9574744661095633,Low,Sedang
